CATCHMENT,NETWORK,YEAR,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE 
Entire Network,COVID-NET,2020-21,2021,7,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,7,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,7,65-74 yr,null,null
Georgia,EIP,2020-21,2021,7,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,7,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,7,65-74 yr,null,null
Maryland,EIP,2020-21,2021,7,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,7,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,7,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,7,65-74 yr,null,null
New York,EIP,2020-21,2021,7,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,7,65-74 yr,null,null
Oregon,EIP,2020-21,2021,7,65-74 yr,null,null
Utah,IHSP,2020-21,2021,8,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,8,65-74 yr,null,null
Oregon,EIP,2020-21,2021,8,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,8,65-74 yr,null,null
New York,EIP,2020-21,2021,8,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,8,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,8,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,8,65-74 yr,null,null
Maryland,EIP,2020-21,2021,8,65-74 yr,null,null
California,EIP,2020-21,2021,8,65-74 yr,null,null
Colorado,EIP,2020-21,2021,8,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,8,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,8,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,8,65-74 yr,null,null
Georgia,EIP,2020-21,2021,8,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,8,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,8,65-74 yr,null,null
California,EIP,2020-21,2021,9,65-74 yr,null,null
Colorado,EIP,2020-21,2021,9,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,9,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,9,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,9,65-74 yr,null,null
Georgia,EIP,2020-21,2021,9,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,9,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,9,65-74 yr,null,null
Maryland,EIP,2020-21,2021,9,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,9,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,9,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,9,65-74 yr,null,null
New York,EIP,2020-21,2021,9,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,9,65-74 yr,null,null
Oregon,EIP,2020-21,2021,9,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,9,65-74 yr,null,null
Utah,IHSP,2020-21,2021,9,65-74 yr,null,null
Utah,IHSP,2020-21,2021,10,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,10,65-74 yr,null,null
Oregon,EIP,2020-21,2021,10,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,10,65-74 yr,null,null
New York,EIP,2020-21,2021,10,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,10,65-74 yr,null,null
California,EIP,2020-21,2021,10,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,10,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,10,65-74 yr,null,null
Maryland,EIP,2020-21,2021,10,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,10,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,10,65-74 yr,null,null
Georgia,EIP,2020-21,2021,10,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,10,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,10,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,10,65-74 yr,null,null
Colorado,EIP,2020-21,2021,10,65-74 yr,null,null
California,EIP,2020-21,2021,11,65-74 yr,null,null
Colorado,EIP,2020-21,2021,11,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,11,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,11,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,11,65-74 yr,null,null
Georgia,EIP,2020-21,2021,11,65-74 yr,null,null
Utah,IHSP,2020-21,2021,11,65-74 yr,null,null
Oregon,EIP,2020-21,2021,11,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,11,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,11,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,11,65-74 yr,null,null
Maryland,EIP,2020-21,2021,11,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,11,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,11,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,11,65-74 yr,null,null
New York,EIP,2020-21,2021,11,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,11,65-74 yr,null,null
Utah,IHSP,2020-21,2021,12,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,12,65-74 yr,null,null
Oregon,EIP,2020-21,2021,12,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,12,65-74 yr,null,null
New York,EIP,2020-21,2021,12,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,12,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,12,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,12,65-74 yr,null,null
Maryland,EIP,2020-21,2021,12,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,12,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,12,65-74 yr,null,null
Georgia,EIP,2020-21,2021,12,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,12,65-74 yr,null,null
California,EIP,2020-21,2021,12,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,12,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,12,65-74 yr,null,null
Colorado,EIP,2020-21,2021,12,65-74 yr,null,null
California,EIP,2020-21,2021,13,65-74 yr,null,null
Colorado,EIP,2020-21,2021,13,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,13,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,13,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,13,65-74 yr,null,null
Georgia,EIP,2020-21,2021,13,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,13,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,13,65-74 yr,null,null
Maryland,EIP,2020-21,2021,13,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,13,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,13,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,13,65-74 yr,null,null
New York,EIP,2020-21,2021,13,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,13,65-74 yr,null,null
Oregon,EIP,2020-21,2021,13,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,13,65-74 yr,null,null
Utah,IHSP,2020-21,2021,13,65-74 yr,null,null
California,EIP,2020-21,2021,14,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,14,65-74 yr,null,null
Georgia,EIP,2020-21,2021,14,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,14,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,14,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,14,65-74 yr,null,null
Colorado,EIP,2020-21,2021,14,65-74 yr,null,null
Utah,IHSP,2020-21,2021,14,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,14,65-74 yr,null,null
Oregon,EIP,2020-21,2021,14,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,14,65-74 yr,null,null
New York,EIP,2020-21,2021,14,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,14,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,14,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,14,65-74 yr,null,null
Maryland,EIP,2020-21,2021,14,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,14,65-74 yr,null,null
California,EIP,2020-21,2021,15,65-74 yr,null,null
Colorado,EIP,2020-21,2021,15,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,15,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,15,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,15,65-74 yr,null,null
Georgia,EIP,2020-21,2021,15,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,15,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,15,65-74 yr,null,null
Maryland,EIP,2020-21,2021,15,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,15,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,15,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,15,65-74 yr,null,null
New York,EIP,2020-21,2021,15,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,15,65-74 yr,null,null
Oregon,EIP,2020-21,2021,15,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,15,65-74 yr,null,null
Utah,IHSP,2020-21,2021,15,65-74 yr,null,null
Utah,IHSP,2020-21,2021,16,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,16,65-74 yr,null,null
Oregon,EIP,2020-21,2021,16,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,16,65-74 yr,null,null
New York,EIP,2020-21,2021,16,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,16,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,16,65-74 yr,null,null
California,EIP,2020-21,2021,16,65-74 yr,null,null
Colorado,EIP,2020-21,2021,16,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,16,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,16,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,16,65-74 yr,null,null
Maryland,EIP,2020-21,2021,16,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,16,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,16,65-74 yr,null,null
Georgia,EIP,2020-21,2021,16,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,16,65-74 yr,null,null
California,EIP,2020-21,2021,17,65-74 yr,null,null
Colorado,EIP,2020-21,2021,17,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,17,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,17,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,17,65-74 yr,null,null
Georgia,EIP,2020-21,2021,17,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,17,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,17,65-74 yr,null,null
Maryland,EIP,2020-21,2021,17,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,17,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,17,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,17,65-74 yr,null,null
New York,EIP,2020-21,2021,17,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,17,65-74 yr,null,null
Oregon,EIP,2020-21,2021,17,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,17,65-74 yr,null,null
Utah,IHSP,2020-21,2021,17,65-74 yr,null,null
Utah,IHSP,2020-21,2021,18,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,18,65-74 yr,null,null
Oregon,EIP,2020-21,2021,18,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,18,65-74 yr,null,null
New York,EIP,2020-21,2021,18,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,18,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,18,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,18,65-74 yr,null,null
Maryland,EIP,2020-21,2021,18,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,18,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,18,65-74 yr,null,null
Georgia,EIP,2020-21,2021,18,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,18,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,18,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,18,65-74 yr,null,null
California,EIP,2020-21,2021,18,65-74 yr,null,null
Colorado,EIP,2020-21,2021,18,65-74 yr,null,null
California,EIP,2020-21,2021,19,65-74 yr,null,null
Colorado,EIP,2020-21,2021,19,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,19,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,19,65-74 yr,null,null
Utah,IHSP,2020-21,2021,19,65-74 yr,null,null
New York,EIP,2020-21,2021,19,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,19,65-74 yr,null,null
Oregon,EIP,2020-21,2021,19,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,19,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,19,65-74 yr,null,null
Georgia,EIP,2020-21,2021,19,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,19,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,19,65-74 yr,null,null
Maryland,EIP,2020-21,2021,19,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,19,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,19,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,19,65-74 yr,null,null
Utah,IHSP,2020-21,2021,20,65-74 yr,null,null
California,EIP,2020-21,2021,20,65-74 yr,null,null
Colorado,EIP,2020-21,2021,20,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,20,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,20,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,20,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,20,65-74 yr,null,null
Oregon,EIP,2020-21,2021,20,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,20,65-74 yr,null,null
New York,EIP,2020-21,2021,20,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,20,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,20,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,20,65-74 yr,null,null
Maryland,EIP,2020-21,2021,20,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,20,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,20,65-74 yr,null,null
Georgia,EIP,2020-21,2021,20,65-74 yr,null,null
California,EIP,2020-21,2021,21,65-74 yr,null,null
Colorado,EIP,2020-21,2021,21,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,21,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,21,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,21,65-74 yr,null,null
Georgia,EIP,2020-21,2021,21,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,21,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,21,65-74 yr,null,null
Maryland,EIP,2020-21,2021,21,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,21,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,21,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,21,65-74 yr,null,null
New York,EIP,2020-21,2021,21,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,21,65-74 yr,null,null
Oregon,EIP,2020-21,2021,21,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,21,65-74 yr,null,null
Utah,IHSP,2020-21,2021,21,65-74 yr,null,null
Utah,IHSP,2020-21,2021,22,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,22,65-74 yr,null,null
Oregon,EIP,2020-21,2021,22,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,22,65-74 yr,null,null
New York,EIP,2020-21,2021,22,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,22,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,22,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,22,65-74 yr,null,null
Maryland,EIP,2020-21,2021,22,65-74 yr,null,null
California,EIP,2020-21,2021,22,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,22,65-74 yr,null,null
Colorado,EIP,2020-21,2021,22,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,22,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,22,65-74 yr,null,null
Georgia,EIP,2020-21,2021,22,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,22,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,22,65-74 yr,null,null
California,EIP,2020-21,2021,23,65-74 yr,null,null
Colorado,EIP,2020-21,2021,23,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,23,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,23,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,23,65-74 yr,null,null
Georgia,EIP,2020-21,2021,23,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,23,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,23,65-74 yr,null,null
Maryland,EIP,2020-21,2021,23,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,23,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,23,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,23,65-74 yr,null,null
Utah,IHSP,2020-21,2021,23,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,23,65-74 yr,null,null
New York,EIP,2020-21,2021,23,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,23,65-74 yr,null,null
Oregon,EIP,2020-21,2021,23,65-74 yr,null,null
Utah,IHSP,2020-21,2021,24,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,24,65-74 yr,null,null
Oregon,EIP,2020-21,2021,24,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,24,65-74 yr,null,null
New York,EIP,2020-21,2021,24,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,24,65-74 yr,null,null
California,EIP,2020-21,2021,24,65-74 yr,null,null
Colorado,EIP,2020-21,2021,24,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,24,65-74 yr,null,null
Georgia,EIP,2020-21,2021,24,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,24,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,24,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,24,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,24,65-74 yr,null,null
Maryland,EIP,2020-21,2021,24,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,24,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,24,65-74 yr,null,null
California,EIP,2020-21,2021,25,65-74 yr,null,null
Colorado,EIP,2020-21,2021,25,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,25,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,25,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,25,65-74 yr,null,null
Georgia,EIP,2020-21,2021,25,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,25,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,25,65-74 yr,null,null
Maryland,EIP,2020-21,2021,25,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,25,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,25,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,25,65-74 yr,null,null
New York,EIP,2020-21,2021,25,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,25,65-74 yr,null,null
Oregon,EIP,2020-21,2021,25,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,25,65-74 yr,null,null
Utah,IHSP,2020-21,2021,25,65-74 yr,null,null
Utah,IHSP,2020-21,2021,26,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,26,65-74 yr,null,null
Oregon,EIP,2020-21,2021,26,65-74 yr,null,null
California,EIP,2020-21,2021,26,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,26,65-74 yr,null,null
Colorado,EIP,2020-21,2021,26,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,26,65-74 yr,null,null
New York,EIP,2020-21,2021,26,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,26,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,26,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,26,65-74 yr,null,null
Maryland,EIP,2020-21,2021,26,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,26,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,26,65-74 yr,null,null
Georgia,EIP,2020-21,2021,26,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,26,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,26,65-74 yr,null,null
California,EIP,2020-21,2021,27,65-74 yr,null,null
Colorado,EIP,2020-21,2021,27,65-74 yr,null,null
Utah,IHSP,2020-21,2021,27,65-74 yr,null,null
Oregon,EIP,2020-21,2021,27,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,27,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,27,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,27,65-74 yr,null,null
New York,EIP,2020-21,2021,27,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,27,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,27,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,27,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,27,65-74 yr,null,null
Georgia,EIP,2020-21,2021,27,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,27,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,27,65-74 yr,null,null
Maryland,EIP,2020-21,2021,27,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,27,65-74 yr,null,null
Utah,IHSP,2020-21,2021,28,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,28,65-74 yr,null,null
Oregon,EIP,2020-21,2021,28,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,28,65-74 yr,null,null
New York,EIP,2020-21,2021,28,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,28,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,28,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,28,65-74 yr,null,null
Maryland,EIP,2020-21,2021,28,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,28,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,28,65-74 yr,null,null
California,EIP,2020-21,2021,28,65-74 yr,null,null
Georgia,EIP,2020-21,2021,28,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,28,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,28,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,28,65-74 yr,null,null
Colorado,EIP,2020-21,2021,28,65-74 yr,null,null
California,EIP,2020-21,2021,29,65-74 yr,null,null
Colorado,EIP,2020-21,2021,29,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,29,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,29,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,29,65-74 yr,null,null
Georgia,EIP,2020-21,2021,29,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,29,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,29,65-74 yr,null,null
Maryland,EIP,2020-21,2021,29,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,29,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,29,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,29,65-74 yr,null,null
New York,EIP,2020-21,2021,29,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,29,65-74 yr,null,null
Oregon,EIP,2020-21,2021,29,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,29,65-74 yr,null,null
Utah,IHSP,2020-21,2021,29,65-74 yr,null,null
Utah,IHSP,2020-21,2021,30,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,30,65-74 yr,null,null
Oregon,EIP,2020-21,2021,30,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,30,65-74 yr,null,null
New York,EIP,2020-21,2021,30,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,30,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,30,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,30,65-74 yr,null,null
California,EIP,2020-21,2021,30,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,30,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,30,65-74 yr,null,null
Colorado,EIP,2020-21,2021,30,65-74 yr,null,null
Maryland,EIP,2020-21,2021,30,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,30,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,30,65-74 yr,null,null
Georgia,EIP,2020-21,2021,30,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,30,65-74 yr,null,null
California,EIP,2020-21,2021,31,65-74 yr,null,null
Colorado,EIP,2020-21,2021,31,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,31,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,31,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,31,65-74 yr,null,null
Georgia,EIP,2020-21,2021,31,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,31,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,31,65-74 yr,null,null
Maryland,EIP,2020-21,2021,31,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,31,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,31,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,31,65-74 yr,null,null
New York,EIP,2020-21,2021,31,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,31,65-74 yr,null,null
Oregon,EIP,2020-21,2021,31,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,31,65-74 yr,null,null
Utah,IHSP,2020-21,2021,31,65-74 yr,null,null
Utah,IHSP,2020-21,2021,32,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,32,65-74 yr,null,null
Oregon,EIP,2020-21,2021,32,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,32,65-74 yr,null,null
New York,EIP,2020-21,2021,32,65-74 yr,null,null
California,EIP,2020-21,2021,32,65-74 yr,null,null
Colorado,EIP,2020-21,2021,32,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,32,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,32,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,32,65-74 yr,null,null
Maryland,EIP,2020-21,2021,32,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,32,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,32,65-74 yr,null,null
Georgia,EIP,2020-21,2021,32,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,32,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,32,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,32,65-74 yr,null,null
California,EIP,2020-21,2021,33,65-74 yr,null,null
Colorado,EIP,2020-21,2021,33,65-74 yr,null,null
Entire Network,COVID-NET,2020-21,2021,33,65-74 yr,null,null
Connecticut,EIP,2020-21,2021,33,65-74 yr,null,null
Entire Network,EIP,2020-21,2021,33,65-74 yr,null,null
Georgia,EIP,2020-21,2021,33,65-74 yr,null,null
Iowa,IHSP,2020-21,2021,33,65-74 yr,null,null
Entire Network,IHSP,2020-21,2021,33,65-74 yr,null,null
Maryland,EIP,2020-21,2021,33,65-74 yr,null,null
Michigan,IHSP,2020-21,2021,33,65-74 yr,null,null
Minnesota,EIP,2020-21,2021,33,65-74 yr,null,null
New Mexico,EIP,2020-21,2021,33,65-74 yr,null,null
New York,EIP,2020-21,2021,33,65-74 yr,null,null
Ohio,IHSP,2020-21,2021,33,65-74 yr,null,null
Oregon,EIP,2020-21,2021,33,65-74 yr,null,null
Tennessee,EIP,2020-21,2021,33,65-74 yr,null,null
Utah,IHSP,2020-21,2021,33,65-74 yr,null,null
Utah,IHSP,2020-21,2021,34,65-74 yr,null,null
