,population,county_name,state_name,cumulative_confirmed,cumulative_deceased,latitude,longitude
"Lycoming County, Pennsylvania",113299.0,Lycoming County,Pennsylvania,325.0,20.0,41.35,-77.06
"McKean County, Pennsylvania",40625.0,McKean County,Pennsylvania,28.0,1.0,41.811111111111,-78.444722222222
"Mercer County, Pennsylvania",109424.0,Mercer County,Pennsylvania,331.0,9.0,41.31,-80.25
"Mifflin County, Pennsylvania",46138.0,Mifflin County,Pennsylvania,100.0,1.0,40.61,-77.62
"Monroe County, Pennsylvania",170271.0,Monroe County,Pennsylvania,1580.0,123.0,41.06,-75.34
"Montgomery County, Pennsylvania",830915.0,Montgomery County,Pennsylvania,9761.0,848.0,40.21,-75.37
"Montour County, Pennsylvania",18230.0,Montour County,Pennsylvania,93.0,3.0,41.03,-76.66
"Northampton County, Pennsylvania",305285.0,Northampton County,Pennsylvania,3827.0,290.0,40.75,-75.31
"Northumberland County, Pennsylvania",90843.0,Northumberland County,Pennsylvania,401.0,11.0,40.85,-76.71
"Perry County, Pennsylvania",46272.0,Perry County,Pennsylvania,113.0,5.0,40.4,-77.27
"Philadelphia County, Pennsylvania",1584064.0,Philadelphia County,Pennsylvania,30354.0,1690.0,40.01,-75.13
"Pike County, Pennsylvania",55809.0,Pike County,Pennsylvania,524.0,21.0,41.33,-75.03
"Potter County, Pennsylvania",16526.0,Potter County,Pennsylvania,20.0,0.0,41.74,-77.9
"Schuylkill County, Pennsylvania",141359.0,Schuylkill County,Pennsylvania,880.0,49.0,40.7,-76.21
"Snyder County, Pennsylvania",40372.0,Snyder County,Pennsylvania,93.0,2.0,40.77,-77.08
"Somerset County, Pennsylvania",73447.0,Somerset County,Pennsylvania,120.0,2.0,39.97,-79.03
"Sullivan County, Pennsylvania",6066.0,Sullivan County,Pennsylvania,10.0,0.0,41.45,-76.51
"Susquehanna County, Pennsylvania",40328.0,Susquehanna County,Pennsylvania,209.0,26.0,41.82,-75.8
"Tioga County, Pennsylvania",40591.0,Tioga County,Pennsylvania,35.0,2.0,41.77,-77.25
"Union County, Pennsylvania",44923.0,Union County,Pennsylvania,132.0,2.0,40.96,-77.06
"Venango County, Pennsylvania",50668.0,Venango County,Pennsylvania,62.0,0.0,41.4,-79.76
"Warren County, Pennsylvania",39191.0,Warren County,Pennsylvania,15.0,1.0,41.81,-79.27
"Washington County, Pennsylvania",206865.0,Washington County,Pennsylvania,740.0,11.0,40.19,-80.25
"Wayne County, Pennsylvania",51361.0,Wayne County,Pennsylvania,158.0,8.0,41.65,-75.31
"Westmoreland County, Pennsylvania",348899.0,Westmoreland County,Pennsylvania,1409.0,46.0,40.31,-79.47
"Wyoming County, Pennsylvania",26794.0,Wyoming County,Pennsylvania,57.0,8.0,41.52,-76.02
"York County, Pennsylvania",449058.0,York County,Pennsylvania,2269.0,86.0,39.92,-76.73
"Bristol County, Rhode Island",48479.0,Bristol County,Rhode Island,304.0,15.0,41.722603,-71.292175
"Kent County, Rhode Island",164292.0,Kent County,Rhode Island,1421.0,102.0,41.704124,-71.47953000000003
"Newport County, Rhode Island",82082.0,Newport County,Rhode Island,380.0,6.0,41.541954,-71.275848
"Providence County, Rhode Island",638931.0,Providence County,Rhode Island,14549.0,808.0,41.852848,-71.456161
"Washington County, Rhode Island",125577.0,Washington County,Rhode Island,590.0,64.0,41.454544,-71.581154
"Abbeville County, South Carolina",24527.0,Abbeville County,South Carolina,282.0,7.0,34.23,-82.45
"Aiken County, South Carolina",170872.0,Aiken County,South Carolina,1491.0,24.0,33.55,-81.64
"Allendale County, South Carolina",8688.0,Allendale County,South Carolina,173.0,3.0,32.99,-81.35
"Anderson County, South Carolina",202558.0,Anderson County,South Carolina,1939.0,43.0,34.52,-82.64
"Bamberg County, South Carolina",14066.0,Bamberg County,South Carolina,423.0,16.0,33.22,-81.05
"Barnwell County, South Carolina",20866.0,Barnwell County,South Carolina,320.0,4.0,33.26,-81.44
"Beaufort County, South Carolina",192122.0,Beaufort County,South Carolina,3503.0,47.0,32.35,-80.69
"Berkeley County, South Carolina",227907.0,Berkeley County,South Carolina,3760.0,57.0,33.2,-79.95
"Calhoun County, South Carolina",14553.0,Calhoun County,South Carolina,295.0,7.0,33.67,-80.78
"Charleston County, South Carolina",411406.0,Charleston County,South Carolina,11345.0,162.0,32.82,-79.9
"Cherokee County, South Carolina",57300.0,Cherokee County,South Carolina,528.0,25.0,35.05,-81.62
"Chester County, South Carolina",32244.0,Chester County,South Carolina,532.0,11.0,34.69,-81.16
"Chesterfield County, South Carolina",45650.0,Chesterfield County,South Carolina,670.0,19.0,34.64,-80.16
"Clarendon County, South Carolina",33745.0,Clarendon County,South Carolina,749.0,50.0,33.66,-80.22
"Colleton County, South Carolina",37677.0,Colleton County,South Carolina,739.0,31.0,32.84,-80.65
"Darlington County, South Carolina",66618.0,Darlington County,South Carolina,1023.0,33.0,34.33,-79.96
"Dillon County, South Carolina",30479.0,Dillon County,South Carolina,541.0,23.0,34.39,-79.38
"Dorchester County, South Carolina",162809.0,Dorchester County,South Carolina,2702.0,39.0,33.08,-80.4
"Edgefield County, South Carolina",27260.0,Edgefield County,South Carolina,273.0,6.0,33.77,-81.97
"Fairfield County, South Carolina",22347.0,Fairfield County,South Carolina,525.0,23.0,34.4,-81.13
"Florence County, South Carolina",138293.0,Florence County,South Carolina,2853.0,93.0,34.02,-79.71
"Georgetown County, South Carolina",62680.0,Georgetown County,South Carolina,1237.0,18.0,33.41,-79.3
"Greenville County, South Carolina",523542.0,Greenville County,South Carolina,10034.0,184.0,34.89,-82.37
"Greenwood County, South Carolina",70811.0,Greenwood County,South Carolina,1197.0,15.0,34.16,-82.13
"Hampton County, South Carolina",19222.0,Hampton County,South Carolina,320.0,8.0,32.78,-81.14
"Horry County, South Carolina",354081.0,Horry County,South Carolina,7975.0,126.0,33.91,-78.98
"Jasper County, South Carolina",30073.0,Jasper County,South Carolina,483.0,11.0,32.44,-81.02
"Kershaw County, South Carolina",66551.0,Kershaw County,South Carolina,1260.0,22.0,34.34,-80.59
"Lancaster County, South Carolina",98012.0,Lancaster County,South Carolina,1018.0,21.0,34.69,-80.7
"Laurens County, South Carolina",67493.0,Laurens County,South Carolina,1189.0,34.0,34.48,-82.01
"Lee County, South Carolina",16828.0,Lee County,South Carolina,487.0,26.0,34.16,-80.25
"Lexington County, South Carolina",298750.0,Lexington County,South Carolina,4531.0,97.0,33.9,-81.27
"McCormick County, South Carolina",9463.0,McCormick County,South Carolina,99.0,2.0,33.9,-82.3
"Marion County, South Carolina",30657.0,Marion County,South Carolina,511.0,12.0,34.08,-79.36
"Marlboro County, South Carolina",26118.0,Marlboro County,South Carolina,423.0,4.0,34.6,-79.68
"Newberry County, South Carolina",38440.0,Newberry County,South Carolina,745.0,8.0,34.29,-81.6
"Oconee County, South Carolina",79546.0,Oconee County,South Carolina,716.0,6.0,34.75,-83.07
"Orangeburg County, South Carolina",86175.0,Orangeburg County,South Carolina,2120.0,57.0,33.44,-80.8
"Pickens County, South Carolina",126884.0,Pickens County,South Carolina,1683.0,22.0,34.89,-82.72
"Richland County, South Carolina",415759.0,Richland County,South Carolina,7780.0,131.0,34.03,-80.91
"Saluda County, South Carolina",20473.0,Saluda County,South Carolina,398.0,7.0,34.01,-81.73
"Spartanburg County, South Carolina",319785.0,Spartanburg County,South Carolina,3656.0,82.0,34.93,-81.99
"Sumter County, South Carolina",106721.0,Sumter County,South Carolina,2227.0,43.0,33.92,-80.38
"Union County, South Carolina",27316.0,Union County,South Carolina,324.0,2.0,34.69,-81.62
"Williamsburg County, South Carolina",30368.0,Williamsburg County,South Carolina,860.0,24.0,33.62,-79.73
"York County, South Carolina",280979.0,York County,South Carolina,3077.0,27.0,34.97,-81.18
"Aurora County, South Dakota",2751.0,Aurora County,South Dakota,37.0,0.0,43.72,-98.57
"Beadle County, South Dakota",18453.0,Beadle County,South Dakota,586.0,9.0,44.41,-98.28
"Bennett County, South Dakota",3365.0,Bennett County,South Dakota,5.0,0.0,43.18,-101.66
"Bon Homme County, South Dakota",6901.0,Bon Homme County,South Dakota,13.0,0.0,42.99,-97.88
"Brookings County, South Dakota",35077.0,Brookings County,South Dakota,113.0,0.0,44.37,-96.79
"Brown County, South Dakota",38839.0,Brown County,South Dakota,397.0,3.0,45.6,-98.35
"Brule County, South Dakota",5297.0,Brule County,South Dakota,40.0,0.0,43.72,-99.06
"Buffalo County, South Dakota",1962.0,Buffalo County,South Dakota,106.0,3.0,44.08,-99.2
"Butte County, South Dakota",10429.0,Butte County,South Dakota,10.0,1.0,44.91,-103.49
"Campbell County, South Dakota",1376.0,Campbell County,South Dakota,2.0,0.0,45.76,-100.05
"Charles Mix County, South Dakota",9292.0,Charles Mix County,South Dakota,99.0,0.0,43.21,-98.59
"Clark County, South Dakota",3736.0,Clark County,South Dakota,16.0,0.0,44.86,-97.73
"Clay County, South Dakota",14070.0,Clay County,South Dakota,113.0,0.0,42.92,-96.97
"Codington County, South Dakota",28009.0,Codington County,South Dakota,117.0,0.0,44.98,-97.18
"Corson County, South Dakota",4086.0,Corson County,South Dakota,26.0,0.0,45.72,-101.18
"Custer County, South Dakota",8972.0,Custer County,South Dakota,18.0,0.0,43.68,-103.46
"Davison County, South Dakota",19775.0,Davison County,South Dakota,86.0,1.0,43.68,-98.16
"Day County, South Dakota",5424.0,Day County,South Dakota,21.0,0.0,45.37,-97.61
"Deuel County, South Dakota",4351.0,Deuel County,South Dakota,9.0,0.0,44.76,-96.67
"Dewey County, South Dakota",5892.0,Dewey County,South Dakota,58.0,0.0,45.16,-100.88
"Douglas County, South Dakota",2921.0,Douglas County,South Dakota,16.0,0.0,43.39,-98.36
"Edmunds County, South Dakota",3829.0,Edmunds County,South Dakota,13.0,0.0,45.41,-99.21
"Fall River County, South Dakota",6713.0,Fall River County,South Dakota,14.0,0.0,43.25,-103.52
"Faulk County, South Dakota",2299.0,Faulk County,South Dakota,26.0,1.0,45.07,-99.15
"Grant County, South Dakota",7052.0,Grant County,South Dakota,18.0,0.0,45.17,-96.77
"Gregory County, South Dakota",4185.0,Gregory County,South Dakota,7.0,0.0,43.2,-99.18
"Haakon County, South Dakota",1899.0,Haakon County,South Dakota,1.0,0.0,44.3,-101.53
"Hamlin County, South Dakota",6164.0,Hamlin County,South Dakota,14.0,0.0,44.68,-97.2
"Hand County, South Dakota",3191.0,Hand County,South Dakota,7.0,0.0,44.55,-99.0
"Hanson County, South Dakota",3453.0,Hanson County,South Dakota,20.0,0.0,43.66,-97.79
"Hughes County, South Dakota",17526.0,Hughes County,South Dakota,83.0,2.0,44.39,-99.99
"Hutchinson County, South Dakota",7291.0,Hutchinson County,South Dakota,26.0,0.0,43.34,-97.75
"Hyde County, South Dakota",1301.0,Hyde County,South Dakota,3.0,0.0,44.55,-99.48
"Jackson County, South Dakota",3344.0,Jackson County,South Dakota,8.0,1.0,43.7,-101.64
"Jerauld County, South Dakota",2013.0,Jerauld County,South Dakota,39.0,1.0,44.06,-98.62
"Jones County, South Dakota",903.0,Jones County,South Dakota,2.0,0.0,43.95,-100.69
"Kingsbury County, South Dakota",4939.0,Kingsbury County,South Dakota,12.0,0.0,44.37,-97.49
"Lake County, South Dakota",12797.0,Lake County,South Dakota,78.0,2.0,44.02,-97.12
"Lawrence County, South Dakota",25844.0,Lawrence County,South Dakota,26.0,0.0,44.36,-103.79
"Lincoln County, South Dakota",61128.0,Lincoln County,South Dakota,542.0,2.0,43.28,-96.72
"Lyman County, South Dakota",3781.0,Lyman County,South Dakota,87.0,2.0,43.9,-99.85
"McCook County, South Dakota",5586.0,McCook County,South Dakota,24.0,1.0,43.67,-97.36
"McPherson County, South Dakota",2379.0,McPherson County,South Dakota,6.0,0.0,45.77,-99.22
"Marshall County, South Dakota",4935.0,Marshall County,South Dakota,8.0,0.0,45.76,-97.6
"Meade County, South Dakota",28332.0,Meade County,South Dakota,71.0,1.0,44.57,-102.71
"Mellette County, South Dakota",2061.0,Mellette County,South Dakota,24.0,0.0,43.58,-100.76
"Miner County, South Dakota",2216.0,Miner County,South Dakota,14.0,0.0,44.02,-97.61
"Minnehaha County, South Dakota",193134.0,Minnehaha County,South Dakota,4150.0,63.0,43.68,-96.79
"Moody County, South Dakota",6576.0,Moody County,South Dakota,30.0,0.0,44.02,-96.67
"Oglala Lakota County, South Dakota",14177.0,Oglala Lakota County,South Dakota,141.0,1.0,43.33,-102.55
"Pennington County, South Dakota",113775.0,Pennington County,South Dakota,811.0,26.0,44.01,-102.82
"Perkins County, South Dakota",2865.0,Perkins County,South Dakota,6.0,0.0,45.5,-102.48
"Potter County, South Dakota",2153.0,Potter County,South Dakota,1.0,0.0,45.06,-99.95
"Roberts County, South Dakota",10394.0,Roberts County,South Dakota,69.0,1.0,45.62,-96.95
"Sanborn County, South Dakota",2344.0,Sanborn County,South Dakota,13.0,0.0,44.03,-98.09
"Spink County, South Dakota",6376.0,Spink County,South Dakota,19.0,0.0,44.94,-98.35
"Stanley County, South Dakota",3098.0,Stanley County,South Dakota,14.0,0.0,44.4,-100.75
"Sully County, South Dakota",1391.0,Sully County,South Dakota,1.0,0.0,44.71,-100.13
"Todd County, South Dakota",10177.0,Todd County,South Dakota,66.0,4.0,43.18,-100.73
"Tripp County, South Dakota",5441.0,Tripp County,South Dakota,20.0,0.0,43.34,-99.88
"Turner County, South Dakota",8384.0,Turner County,South Dakota,44.0,0.0,43.31,-97.15
"Union County, South Dakota",15932.0,Union County,South Dakota,191.0,3.0,42.83,-96.65
"Walworth County, South Dakota",5435.0,Walworth County,South Dakota,18.0,0.0,45.43,-100.03
"Yankton County, South Dakota",22814.0,Yankton County,South Dakota,101.0,2.0,43.01,-97.39
"Ziebach County, South Dakota",2756.0,Ziebach County,South Dakota,8.0,0.0,44.98,-101.67
"Anderson County, Tennessee",76978.0,Anderson County,Tennessee,571.0,5.0,36.11,-84.2
"Bedford County, Tennessee",49713.0,Bedford County,Tennessee,823.0,10.0,35.51,-86.46
"Benton County, Tennessee",16160.0,Benton County,Tennessee,80.0,1.0,36.07,-88.07
"Bledsoe County, Tennessee",15064.0,Bledsoe County,Tennessee,659.0,1.0,35.6,-85.21
"Blount County, Tennessee",133088.0,Blount County,Tennessee,1043.0,7.0,35.69,-83.93
"Bradley County, Tennessee",108110.0,Bradley County,Tennessee,1651.0,10.0,35.15,-84.86
"Campbell County, Tennessee",39842.0,Campbell County,Tennessee,190.0,1.0,36.41,-84.15
"Cannon County, Tennessee",14678.0,Cannon County,Tennessee,110.0,0.0,35.81,-86.06
"Carroll County, Tennessee",27767.0,Carroll County,Tennessee,191.0,3.0,35.98,-88.45
"Carter County, Tennessee",56391.0,Carter County,Tennessee,390.0,5.0,36.3,-82.116666666667
"Cheatham County, Tennessee",40667.0,Cheatham County,Tennessee,516.0,5.0,36.27,-87.08
"Chester County, Tennessee",17297.0,Chester County,Tennessee,181.0,1.0,35.43,-88.61
"Claiborne County, Tennessee",31959.0,Claiborne County,Tennessee,206.0,0.0,36.48,-83.66
"Clay County, Tennessee",7615.0,Clay County,Tennessee,58.0,0.0,36.55,-85.54
"Cocke County, Tennessee",36004.0,Cocke County,Tennessee,369.0,1.0,35.93,-83.12
"Coffee County, Tennessee",56520.0,Coffee County,Tennessee,370.0,2.0,35.49,-86.07
"Crockett County, Tennessee",14230.0,Crockett County,Tennessee,216.0,3.0,35.81,-89.13
"Cumberland County, Tennessee",60520.0,Cumberland County,Tennessee,365.0,6.0,35.95,-85.0
"Davidson County, Tennessee",694144.0,Davidson County,Tennessee,21060.0,198.0,36.17,-86.78
"Decatur County, Tennessee",11663.0,Decatur County,Tennessee,150.0,1.0,35.61,-88.11
"DeKalb County, Tennessee",20490.0,DeKalb County,Tennessee,295.0,1.0,35.98,-85.83
"Dickson County, Tennessee",53948.0,Dickson County,Tennessee,575.0,1.0,36.15,-87.36
"Dyer County, Tennessee",37159.0,Dyer County,Tennessee,515.0,6.0,36.06,-89.41
"Fayette County, Tennessee",41133.0,Fayette County,Tennessee,596.0,8.0,35.19,-89.41
"Fentress County, Tennessee",18523.0,Fentress County,Tennessee,71.0,0.0,36.38,-84.93
"Franklin County, Tennessee",42208.0,Franklin County,Tennessee,258.0,4.0,35.15,-86.1
"Gibson County, Tennessee",49133.0,Gibson County,Tennessee,537.0,2.0,36.0,-88.93
"Giles County, Tennessee",29464.0,Giles County,Tennessee,321.0,8.0,35.2,-87.04
"Grainger County, Tennessee",23320.0,Grainger County,Tennessee,162.0,0.0,36.28,-83.51
"Greene County, Tennessee",69069.0,Greene County,Tennessee,344.0,5.0,36.17,-82.85
"Grundy County, Tennessee",13427.0,Grundy County,Tennessee,97.0,2.0,35.39,-85.72
"Hamblen County, Tennessee",64934.0,Hamblen County,Tennessee,1183.0,13.0,36.22,-83.27
"Hamilton County, Tennessee",367804.0,Hamilton County,Tennessee,5483.0,48.0,35.18,-85.17
"Hancock County, Tennessee",6620.0,Hancock County,Tennessee,71.0,1.0,36.53,-83.22
"Hardeman County, Tennessee",25050.0,Hardeman County,Tennessee,760.0,11.0,35.2,-89.0
"Hardin County, Tennessee",25652.0,Hardin County,Tennessee,386.0,7.0,35.2,-88.19
"Hawkins County, Tennessee",56786.0,Hawkins County,Tennessee,291.0,4.0,36.44,-82.95
"Haywood County, Tennessee",17304.0,Haywood County,Tennessee,363.0,5.0,35.58,-89.29
"Henderson County, Tennessee",28117.0,Henderson County,Tennessee,420.0,0.0,35.65,-88.39
"Henry County, Tennessee",32345.0,Henry County,Tennessee,177.0,0.0,36.33,-88.3
"Hickman County, Tennessee",25178.0,Hickman County,Tennessee,208.0,0.0,35.8,-87.47
"Houston County, Tennessee",8201.0,Houston County,Tennessee,54.0,0.0,36.28,-87.71
"Humphreys County, Tennessee",18582.0,Humphreys County,Tennessee,99.0,3.0,36.03,-87.77
"Jackson County, Tennessee",11786.0,Jackson County,Tennessee,105.0,1.0,36.36,-85.67
"Jefferson County, Tennessee",54495.0,Jefferson County,Tennessee,474.0,2.0,36.05,-83.45
"Johnson County, Tennessee",17788.0,Johnson County,Tennessee,116.0,0.0,36.46,-81.86
"Knox County, Tennessee",470313.0,Knox County,Tennessee,3884.0,33.0,35.99,-83.94
"Lake County, Tennessee",7016.0,Lake County,Tennessee,736.0,0.0,36.34,-89.49
"Lauderdale County, Tennessee",25633.0,Lauderdale County,Tennessee,411.0,6.0,35.76,-89.63
"Lawrence County, Tennessee",44142.0,Lawrence County,Tennessee,444.0,6.0,35.22,-87.39
"Lewis County, Tennessee",12268.0,Lewis County,Tennessee,47.0,1.0,35.52,-87.49
"Lincoln County, Tennessee",34366.0,Lincoln County,Tennessee,234.0,1.0,35.14,-86.59
"Loudon County, Tennessee",54068.0,Loudon County,Tennessee,606.0,3.0,35.73,-84.31
"McMinn County, Tennessee",53794.0,McMinn County,Tennessee,462.0,20.0,35.42,-84.62
"McNairy County, Tennessee",25694.0,McNairy County,Tennessee,300.0,5.0,35.18,-88.56
"Macon County, Tennessee",24602.0,Macon County,Tennessee,820.0,13.0,36.53,-86.01
"Madison County, Tennessee",97984.0,Madison County,Tennessee,769.0,12.0,35.61,-88.84
"Marion County, Tennessee",28907.0,Marion County,Tennessee,195.0,4.0,35.13,-85.61
"Marshall County, Tennessee",34375.0,Marshall County,Tennessee,258.0,2.0,35.47,-86.77
"Maury County, Tennessee",96387.0,Maury County,Tennessee,1010.0,5.0,35.62,-87.08
"Meigs County, Tennessee",12422.0,Meigs County,Tennessee,92.0,0.0,35.51,-84.81
"Monroe County, Tennessee",46545.0,Monroe County,Tennessee,333.0,9.0,35.45,-84.25
"Montgomery County, Tennessee",208993.0,Montgomery County,Tennessee,1646.0,11.0,36.5,-87.38
"Moore County, Tennessee",6488.0,Moore County,Tennessee,42.0,0.0,35.28,-86.36
"Morgan County, Tennessee",21403.0,Morgan County,Tennessee,70.0,1.0,36.13,-84.64
"Obion County, Tennessee",30069.0,Obion County,Tennessee,377.0,4.0,36.36,-89.15
"Overton County, Tennessee",22241.0,Overton County,Tennessee,125.0,1.0,36.34,-85.29
"Perry County, Tennessee",8076.0,Perry County,Tennessee,69.0,0.0,35.64,-87.87
"Pickett County, Tennessee",5048.0,Pickett County,Tennessee,21.0,1.0,36.56,-85.08
"Polk County, Tennessee",16832.0,Polk County,Tennessee,140.0,1.0,35.13,-84.52
"Putnam County, Tennessee",80245.0,Putnam County,Tennessee,1518.0,13.0,36.14,-85.5
"Rhea County, Tennessee",33167.0,Rhea County,Tennessee,481.0,1.0,35.61,-84.92
"Roane County, Tennessee",53382.0,Roane County,Tennessee,330.0,1.0,35.87,-84.501666666667
"Robertson County, Tennessee",71813.0,Robertson County,Tennessee,1409.0,16.0,36.53,-86.87
"Rutherford County, Tennessee",332285.0,Rutherford County,Tennessee,5899.0,51.0,35.84,-86.42
"Scott County, Tennessee",22068.0,Scott County,Tennessee,91.0,0.0,36.43,-84.51
"Sequatchie County, Tennessee",15026.0,Sequatchie County,Tennessee,93.0,0.0,35.37,-85.41
"Sevier County, Tennessee",98250.0,Sevier County,Tennessee,1644.0,5.0,35.78,-83.52
"Shelby County, Tennessee",937166.0,Shelby County,Tennessee,20797.0,279.0,35.18,-89.89
"Smith County, Tennessee",20157.0,Smith County,Tennessee,340.0,3.0,36.25,-85.96
"Stewart County, Tennessee",13715.0,Stewart County,Tennessee,65.0,0.0,36.5,-87.84
"Sullivan County, Tennessee",158348.0,Sullivan County,Tennessee,729.0,8.0,36.51,-82.3
"Sumner County, Tennessee",191283.0,Sumner County,Tennessee,3106.0,69.0,36.47,-86.46
"Tipton County, Tennessee",61599.0,Tipton County,Tennessee,1065.0,9.0,35.49,-89.76
"Trousdale County, Tennessee",11284.0,Trousdale County,Tennessee,1570.0,6.0,36.39,-86.16
"Unicoi County, Tennessee",17883.0,Unicoi County,Tennessee,129.0,0.0,36.1,-82.43
"Union County, Tennessee",19972.0,Union County,Tennessee,110.0,0.0,36.28,-83.84
"Van Buren County, Tennessee",5872.0,Van Buren County,Tennessee,30.0,0.0,35.69,-85.46
"Warren County, Tennessee",41277.0,Warren County,Tennessee,375.0,4.0,35.68,-85.78
"Washington County, Tennessee",129375.0,Washington County,Tennessee,943.0,2.0,36.29,-82.5
"Wayne County, Tennessee",16673.0,Wayne County,Tennessee,206.0,1.0,35.24,-87.79
"Weakley County, Tennessee",33328.0,Weakley County,Tennessee,229.0,3.0,36.29,-88.72
"White County, Tennessee",27345.0,White County,Tennessee,186.0,3.0,35.93,-85.45
"Williamson County, Tennessee",238412.0,Williamson County,Tennessee,3132.0,22.0,35.89,-86.9
"Wilson County, Tennessee",144657.0,Wilson County,Tennessee,2001.0,20.0,36.16,-86.3
"Anderson County, Texas",57735.0,Anderson County,Texas,2196.0,8.0,31.81,-95.65
"Andrews County, Texas",18705.0,Andrews County,Texas,255.0,6.0,32.3,-102.64
"Angelina County, Texas",86715.0,Angelina County,Texas,1647.0,32.0,31.26,-94.61
"Aransas County, Texas",23510.0,Aransas County,Texas,153.0,12.0,28.1,-96.99
"Archer County, Texas",8553.0,Archer County,Texas,17.0,0.0,33.61,-98.69
"Armstrong County, Texas",1887.0,Armstrong County,Texas,5.0,0.0,34.97,-101.35
"Atascosa County, Texas",51153.0,Atascosa County,Texas,405.0,15.0,28.89,-98.53
"Austin County, Texas",30032.0,Austin County,Texas,212.0,3.0,29.88,-96.28
"Bailey County, Texas",7000.0,Bailey County,Texas,156.0,4.0,34.07,-102.83
"Bandera County, Texas",23112.0,Bandera County,Texas,83.0,3.0,29.74,-99.23
"Bastrop County, Texas",88723.0,Bastrop County,Texas,1289.0,18.0,30.1,-97.31
"Baylor County, Texas",3509.0,Baylor County,Texas,6.0,0.0,33.63,-99.22
"Bee County, Texas",32565.0,Bee County,Texas,498.0,9.0,28.42,-97.74
"Bell County, Texas",362924.0,Bell County,Texas,3467.0,30.0,31.04,-97.48
"Bexar County, Texas",2003554.0,Bexar County,Texas,40815.0,578.0,29.45,-98.52
"Blanco County, Texas",11931.0,Blanco County,Texas,96.0,3.0,30.27,-98.4
"Bosque County, Texas",18685.0,Bosque County,Texas,121.0,2.0,31.9,-97.63
"Bowie County, Texas",93245.0,Bowie County,Texas,693.0,38.0,33.45,-94.42
"Brazoria County, Texas",374264.0,Brazoria County,Texas,6384.0,67.0,29.17,-95.44
"Brazos County, Texas",229211.0,Brazos County,Texas,3877.0,45.0,30.66,-96.3
"Brewster County, Texas",9203.0,Brewster County,Texas,180.0,2.0,29.81185,-103.2517
"Briscoe County, Texas",1546.0,Briscoe County,Texas,11.0,1.0,34.53,-101.21
"Brooks County, Texas",7093.0,Brooks County,Texas,84.0,1.0,27.04,-98.21
"Brown County, Texas",37864.0,Brown County,Texas,388.0,21.0,31.77,-99.0
"Burleson County, Texas",18443.0,Burleson County,Texas,229.0,5.0,30.49,-96.62
"Burnet County, Texas",48155.0,Burnet County,Texas,539.0,7.0,30.78,-98.18
"Caldwell County, Texas",43664.0,Caldwell County,Texas,1064.0,23.0,29.84,-97.61
"Calhoun County, Texas",21290.0,Calhoun County,Texas,453.0,3.0,28.44,-96.61
"Callahan County, Texas",13943.0,Callahan County,Texas,40.0,3.0,32.29,-99.37
"Cameron County, Texas",423163.0,Cameron County,Texas,10971.0,325.0,26.15,-97.45
"Camp County, Texas",13094.0,Camp County,Texas,211.0,4.0,32.97,-94.98
"Carson County, Texas",5926.0,Carson County,Texas,13.0,0.0,35.41,-101.35
"Cass County, Texas",30026.0,Cass County,Texas,149.0,6.0,33.07,-94.35
"Castro County, Texas",7530.0,Castro County,Texas,167.0,3.0,34.53,-102.26
"Chambers County, Texas",43837.0,Chambers County,Texas,894.0,6.0,29.7,-94.68
"Cherokee County, Texas",52646.0,Cherokee County,Texas,760.0,4.0,31.84,-95.17
"Childress County, Texas",7306.0,Childress County,Texas,33.0,0.0,34.54,-100.2
"Clay County, Texas",10471.0,Clay County,Texas,33.0,1.0,33.79,-98.21
"Cochran County, Texas",2853.0,Cochran County,Texas,21.0,0.0,33.6,-102.83
"Coke County, Texas",3387.0,Coke County,Texas,37.0,1.0,31.88,-100.53
"Coleman County, Texas",8175.0,Coleman County,Texas,12.0,0.0,31.77,-99.45
"Collin County, Texas",1034730.0,Collin County,Texas,6353.0,83.0,33.18,-96.58
"Collingsworth County, Texas",2920.0,Collingsworth County,Texas,7.0,0.0,34.97,-100.27
"Colorado County, Texas",21493.0,Colorado County,Texas,238.0,2.0,29.62,-96.52
"Comal County, Texas",156209.0,Comal County,Texas,2144.0,59.0,29.81,-98.28
"Comanche County, Texas",13635.0,Comanche County,Texas,108.0,3.0,31.95,-98.56
"Concho County, Texas",2726.0,Concho County,Texas,24.0,0.0,31.33,-99.86
"Cooke County, Texas",41257.0,Cooke County,Texas,197.0,2.0,33.633333333333,-97.21666666666701
"Coryell County, Texas",75951.0,Coryell County,Texas,603.0,5.0,31.39,-97.8
"Cottle County, Texas",1398.0,Cottle County,Texas,14.0,2.0,34.08,-100.27
"Crane County, Texas",4797.0,Crane County,Texas,72.0,2.0,31.41,-102.52
"Crockett County, Texas",3464.0,Crockett County,Texas,153.0,2.0,30.73,-101.41
"Crosby County, Texas",5737.0,Crosby County,Texas,52.0,1.0,33.61,-101.3
"Culberson County, Texas",2171.0,Culberson County,Texas,15.0,2.0,31.45,-104.52
"Dallam County, Texas",7287.0,Dallam County,Texas,178.0,5.0,36.29,-102.59
"Dallas County, Texas",2635516.0,Dallas County,Texas,49976.0,671.0,32.77,-96.78
"Dawson County, Texas",12728.0,Dawson County,Texas,133.0,4.0,32.74,-101.95
"Deaf Smith County, Texas",18546.0,Deaf Smith County,Texas,656.0,19.0,34.97,-102.6
"Delta County, Texas",5331.0,Delta County,Texas,14.0,0.0,33.39,-95.67
